Time,Signal
0.0,0.0
0.001,14.893053580590848
0.002,-0.9648007360183316
0.003,4.09634433932939
0.004,1.9406129179377363
0.005,-2.2111300269652543
0.006,0.052638281213856164
0.007,3.582211146999449
0.008,0.48972631619119655
0.009000000000000001,-1.3825726025810856
0.01,0.5877852522924742
0.011,0.6206750367652984
0.012,-2.7852621013861527
0.013000000000000001,-0.5761443378326686
0.014,2.567247913912478
0.015,0.36655351021000415
0.016,-4.322700149222483
0.017,1.0948796725216734
0.018000000000000002,-2.5050084712965033
0.019,-4.223052155037277
0.02,19.972186842198223
0.021,4.981361154041214
0.022,-3.1012881185267753
0.023,3.6265597038504698
0.024,-3.123335406929841
0.025,-0.9999999999999977
0.026000000000000002,2.599780160812027
0.027,1.6377839058917363
0.028,-2.482594592794697
0.029,-0.23380182354419465
0.03,0.951056516295158
0.031,-0.998974333891531
0.032,-1.2316603300423963
0.033,3.2261343637930553
0.034,1.6392847495590224
0.035,-1.984587498959883
0.036000000000000004,-0.7309626974560042
0.037,4.773017190539122
0.038,-2.512981113385979
0.039,12.2830638125143
0.04,12.343490298141944
0.041,-11.814403077154969
0.042,-0.9519007301374329
0.043000000000000003,-1.8550071801190597
0.044,-3.870940357686411
0.045,1.5930960382153714
0.046,1.554114221445645
0.047,-2.5700050269307684
0.048,-2.0240541548250386
0.049,1.2380751289989993
0.05,3.9323541865361805e-14
0.051000000000000004,-1.2380751289990959
0.052000000000000005,2.024054154825082
0.053,2.570005026930852
0.054,-1.5541142214456363
0.055,-1.5930960382153594
0.056,3.870940357686378
0.057,1.8550071801190922
0.058,0.9519007301373998
0.059000000000000004,11.81440307715495
0.06,-12.343490298141846
0.061,-12.283063812514424
0.062,2.51298111338596
0.063,-4.773017190539158
0.064,0.7309626974560092
0.065,1.9845874989599184
0.066,-1.639284749559037
0.067,-3.2261343637930153
0.068,1.2316603300424072
0.069,0.998974333891505
0.07,-0.9510565162951412
0.07100000000000001,0.2338018235442615
0.07200000000000001,2.482594592794809
0.073,-1.6377839058916854
0.074,-2.5997801608119713
0.075,0.9999999999999867
0.076,3.123335406929852
0.077,-3.62655970385046
0.078,3.101288118526712
0.079,-4.98136115404119
0.08,-19.972186842198234
0.081,4.2230521550372835
0.082,2.505008471296547
0.083,-1.0948796725217065
0.084,4.3227001492224035
0.085,-0.36655351021001914
0.08600000000000001,-2.5672479139125213
0.08700000000000001,0.5761443378326936
0.088,2.7852621013861008
0.089,-0.6206750367652429
0.09,-0.5877852522924496
0.091,1.3825726025811285
0.092,-0.4897263161911767
0.093,-3.5822111469994065
0.094,-0.05263828121381431
0.095,2.211130026965259
0.096,-1.940612917937782
0.097,-4.096344339329338
0.098,0.964800736018375
0.099,-14.893053580590838
0.1,8.800391785517055e-14
0.101,14.893053580590802
0.10200000000000001,-0.9648007360183806
0.10300000000000001,4.096344339329394
0.10400000000000001,1.9406129179377283
0.105,-2.2111300269651757
0.106,0.0526382812138968
0.107,3.5822111469993856
0.108,0.4897263161912778
0.109,-1.3825726025810456
0.11,0.587785252292346
0.111,0.6206750367654055
0.112,-2.7852621013862215
0.113,-0.5761443378327146
0.114,2.5672479139123903
0.115,0.36655351021005445
0.116,-4.322700149222562
0.117,1.0948796725216527
0.11800000000000001,-2.505008471296443
0.11900000000000001,-4.223052155037166
0.12,19.972186842198155
0.121,4.981361154041382
0.122,-3.101288118526867
0.123,3.626559703850451
0.124,-3.123335406929728
0.125,-1.0000000000000073
0.126,2.599780160812038
0.127,1.6377839058916492
0.128,-2.4825945927946993
0.129,-0.23380182354426182
0.13,0.9510565162951626
0.131,-0.9989743338915403
0.132,-1.2316603300424016
0.133,3.2261343637930775
0.134,1.6392847495588847
0.135,-1.9845874989598937
0.136,-0.7309626974559822
0.137,4.773017190539215
0.138,-2.512981113385959
0.139,12.283063812514534
0.14,12.343490298141859
0.14100000000000001,-11.814403077155047
0.14200000000000002,-0.9519007301373015
0.14300000000000002,-1.8550071801191388
0.14400000000000002,-3.8709403576863117
0.145,1.5930960382153327
0.146,1.5541142214456825
0.147,-2.5700050269307733
0.148,-2.0240541548249844
0.149,1.238075128998922
0.15,4.283787874469375e-15
0.151,-1.238075128999155
0.152,2.024054154825081
0.153,2.570005026930783
0.154,-1.5541142214456585
0.155,-1.593096038215413
0.156,3.8709403576863095
0.157,1.8550071801191457
0.158,0.9519007301374179
0.159,11.814403077155015
0.16,-12.343490298141889
0.161,-12.28306381251443
0.162,2.5129811133860827
0.163,-4.773017190538967
0.164,0.7309626974559027
0.165,1.9845874989599532
0.166,-1.6392847495591678
0.167,-3.2261343637929807
0.168,1.2316603300423536
0.169,0.9989743338914695
0.17,-0.951056516295182
0.171,0.23380182354426893
0.17200000000000001,2.482594592794651
0.17300000000000001,-1.6377839058917563
0.17400000000000002,-2.5997801608119477
0.17500000000000002,1.0000000000000118
0.176,3.123335406929906
0.177,-3.626559703850488
0.178,3.1012881185265373
0.179,-4.981361154040805
0.18,-19.97218684219838
0.181,4.223052155037051
0.182,2.505008471296816
0.183,-1.0948796725218144
0.184,4.322700149222463
0.185,-0.366553510210037
0.186,-2.5672479139126487
0.187,0.5761443378325937
0.188,2.7852621013860563
0.189,-0.6206750367651334
0.19,-0.5877852522925252
0.191,1.3825726025812386
0.192,-0.489726316191045
0.193,-3.582211146999624
0.194,-0.052638281213779226
0.195,2.2111300269652503
0.196,-1.9406129179377976
0.197,-4.096344339329421
0.198,0.9648007360182349
0.199,-14.893053580590943
0.2,1.760078357103411e-13
0.201,14.893053580590763
0.202,-0.9648007360183798
0.203,4.096344339329451
0.20400000000000001,1.9406129179377005
0.20500000000000002,-2.2111300269653333
0.20600000000000002,0.05263828121397274
0.20700000000000002,3.5822111469992066
0.20800000000000002,0.48972631619117457
0.209,-1.3825726025809837
0.21,0.5877852522922942
0.211,0.6206750367656162
0.212,-2.7852621013863956
0.213,-0.5761443378327462
0.214,2.567247913912529
0.215,0.3665535102101325
0.216,-4.322700149222596
0.217,1.0948796725217353
0.218,-2.5050084712964047
0.219,-4.223052155037335
0.22,19.972186842198134
0.221,4.981361154041364
0.222,-3.101288118526935
0.223,3.6265597038506385
0.224,-3.1233354069298023
0.225,-0.9999999999999969
0.226,2.5997801608119877
0.227,1.6377839058917154
0.228,-2.4825945927946917
0.229,-0.23380182354432333
0.23,0.9510565162951483
0.231,-0.9989743338916115
0.232,-1.2316603300422728
0.233,3.2261343637930375
0.234,1.6392847495590859
0.23500000000000001,-1.9845874989599195
0.23600000000000002,-0.7309626974560762
0.23700000000000002,4.773017190539197
0.23800000000000002,-2.5129811133858415
0.23900000000000002,12.283063812514262
0.24,12.343490298142292
0.241,-11.814403077154898
0.242,-0.9519007301375624
0.243,-1.8550071801187897
0.244,-3.8709403576864343
0.245,1.5930960382154575
0.246,1.5541142214456638
0.247,-2.570005026930731
0.248,-2.024054154825091
0.249,1.2380751289988743
0.25,8.293087160519302e-14
0.251,-1.238075128999205
0.252,2.024054154825175
0.253,2.570005026930895
0.254,-1.5541142214457455
0.255,-1.593096038215426
0.256,3.8709403576864645
0.257,1.85500718011905
0.258,0.9519007301372822
0.259,11.814403077155003
0.26,-12.343490298141866
0.261,-12.283063812514278
0.262,2.512981113385968
0.263,-4.77301719053889
0.264,0.7309626974559571
0.265,1.984587498959804
0.266,-1.6392847495592493
0.267,-3.226134363792921
0.268,1.2316603300424678
0.269,0.9989743338916905
0.27,-0.9510565162950966
0.271,0.23380182354402756
0.272,2.482594592794655
0.273,-1.6377839058917785
0.274,-2.5997801608118345
0.275,1.0000000000000222
0.276,3.123335406929807
0.277,-3.626559703850354
0.278,3.1012881185268153
0.279,-4.98136115404131
0.28,-19.972186842198166
0.281,4.22305215503761
0.28200000000000003,2.505008471296361
0.28300000000000003,-1.0948796725215288
0.28400000000000003,4.3227001492223955
0.28500000000000003,-0.3665535102100963
0.28600000000000003,-2.5672479139125755
0.28700000000000003,0.5761443378330902
0.28800000000000003,2.7852621013857797
0.289,-0.620675036764865
0.29,-0.5877852522928185
0.291,1.3825726025811427
0.292,-0.4897263161910197
0.293,-3.5822111469994313
0.294,-0.05263828121388736
0.295,2.2111300269650918
0.296,-1.9406129179374947
0.297,-4.09634433932942
0.298,0.9648007360186559
0.299,-14.893053580590458
0.3,-7.023263670682245e-13
0.301,14.893053580591115
0.302,-0.9648007360180892
0.303,4.096344339329164
0.304,1.9406129179379912
0.305,-2.2111300269655203
0.306,0.05263828121392544
0.307,3.582211146999277
0.308,0.48972631619145646
0.309,-1.3825726025810612
0.31,0.5877852522924825
0.311,0.6206750367654685
0.312,-2.7852621013863446
0.313,-0.5761443378326376
0.314,2.5672479139124555
0.315,0.3665535102099049
