Time,Signal
0.0,0.0
0.001,3.7290789243140465
0.002,7.037867582509582
0.003,9.569501054423394
0.004,11.082523211829992
0.005,11.482321145778014
0.006,10.827056809993975
0.007,9.308201428531893
0.008,7.210645491998641
0.009000000000000001,4.8610009940694985
0.01,2.574401290967936
0.011,0.6095652974970267
0.012,-0.8606370014920816
0.013000000000000001,-1.759727433685397
0.014,-2.1001043071323098
0.015,-1.9619270013479586
0.016,-1.4651039555931538
0.017,-0.7415455647359726
0.018000000000000002,0.08643984518335529
0.019,0.9182858854497429
0.02,1.6775990443005133
0.021,2.3073915246855714
0.022,2.76235306548322
0.023,3.0026954465714066
0.024,2.992972013874144
0.025,2.7071067811865483
0.026000000000000002,2.138331891984147
0.027,1.3105899820895222
0.028,0.28685745661989714
0.029,-0.8298548971553339
0.03,-1.9053952787976272
0.031,-2.7932000049059296
0.032,-3.359908735869149
0.033,-3.5125587708278143
0.034,-3.2209149222309392
0.035,-2.5289680563302745
0.036000000000000004,-1.5517093420302692
0.037,-0.45652476148102816
0.038,0.5677996224042879
0.039,1.3483116346385224
0.04,1.7633557568774192
0.041,1.7682161709736635
0.042,1.4047695366998212
0.043000000000000003,0.792398500411662
0.044,0.10162107076055696
0.045,-0.48409637389295523
0.046,-0.8100095719835138
0.047,-0.7859063441321614
0.048,-0.40783667040641225
0.049,0.23941413105332554
0.05,0.9999999999999932
0.051000000000000004,1.6811732403005477
0.052000000000000005,2.0964925214104326
0.053,2.1085300747794613
0.054,1.6615681551136612
0.055,0.7969653039734241
0.056,-0.35228753788915507
0.057,-1.5866942816812157
0.058,-2.679617516197195
0.059000000000000004,-3.422377319522772
0.06,-3.6654687894677194
0.061,-3.347324755369979
0.062,-2.504965944661554
0.063,-1.264959292526869
0.064,0.18261513017288888
0.065,1.6209870568511762
0.066,2.84615229305947
0.067,3.700775397464824
0.068,4.096157841238488
0.069,4.01901411221187
0.07,3.5234292675475127
0.07100000000000001,2.7116164350637817
0.07200000000000001,1.7091960002366402
0.073,0.641243541787986
0.074,-0.3857185318964064
0.075,-1.2928932188134385
0.076,-2.0294646656707056
0.077,-2.5664089637783025
0.078,-2.887934104541839
0.079,-2.984867365176148
0.08,-2.853169548885462
0.081,-2.4985959102011273
0.082,-1.9459928169598522
0.083,-1.2495783644701908
0.084,-0.4994705458642297
0.085,0.17991395297121526
0.08600000000000001,0.6421670522894847
0.08700000000000001,0.7416446021846457
0.088,0.3632572271623735
0.089,-0.5467437793407521
0.09,-1.9563673022180168
0.091,-3.7368342383652324
0.092,-5.669619006447043
0.093,-7.472692177163913
0.094,-8.842827407365016
0.095,-9.506944464587738
0.096,-9.27286910689795
0.097,-8.069278915162482
0.098,-5.966213992551604
0.099,-3.1710967122355846
0.1,-5.508434673616736e-15
0.101,3.1710967122355784
0.10200000000000001,5.9662139925515945
0.10300000000000001,8.069278915162482
0.10400000000000001,9.272869106897954
0.105,9.506944464587741
0.106,8.842827407365032
0.107,7.472692177163942
0.108,5.669619006447079
0.109,3.736834238365258
0.11,1.9563673022180395
0.111,0.5467437793407652
0.112,-0.36325722716236086
0.113,-0.7416446021846543
0.114,-0.6421670522894926
0.115,-0.1799139529712298
0.116,0.4994705458642227
0.117,1.2495783644701843
0.11800000000000001,1.9459928169598497
0.11900000000000001,2.4985959102011353
0.12,2.8531695488854587
0.121,2.984867365176161
0.122,2.8879341045418623
0.123,2.566408963778334
0.124,2.0294646656707207
0.125,1.2928932188134667
0.126,0.3857185318964325
0.127,-0.6412435417879777
0.128,-1.7091960002366413
0.129,-2.7116164350637897
0.13,-3.5234292675475265
0.131,-4.019014112211896
0.132,-4.096157841238544
0.133,-3.7007753974648403
0.134,-2.846152293059501
0.135,-1.6209870568511962
0.136,-0.18261513017288977
0.137,1.2649592925268645
0.138,2.504965944661558
0.139,3.347324755369995
0.14,3.665468789467747
0.14100000000000001,3.4223773195228087
0.14200000000000002,2.6796175161971907
0.14300000000000002,1.5866942816812286
0.14400000000000002,0.35228753788915457
0.145,-0.7969653039733975
0.146,-1.6615681551136479
0.147,-2.1085300747794684
0.148,-2.096492521410465
0.149,-1.6811732403005628
0.15,-1.000000000000029
0.151,-0.23941413105335652
0.152,0.40783667040639493
0.153,0.7859063441321483
0.154,0.8100095719835161
0.155,0.4840963738929682
0.156,-0.101621070760534
0.157,-0.7923985004116479
0.158,-1.4047695366997988
0.159,-1.7682161709736286
0.16,-1.763355756877421
0.161,-1.3483116346385189
0.162,-0.5677996224042834
0.163,0.45652476148102783
0.164,1.5517093420302683
0.165,2.528968056330254
0.166,3.2209149222309246
0.167,3.5125587708277797
0.168,3.3599087358691104
0.169,2.793200004905909
0.17,1.9053952787976083
0.171,0.8298548971553188
0.17200000000000001,-0.2868574566199079
0.17300000000000001,-1.3105899820895144
0.17400000000000002,-2.138331891984144
0.17500000000000002,-2.7071067811865395
0.176,-2.9929720138741307
0.177,-3.002695446571372
0.178,-2.7623530654832162
0.179,-2.3073915246855794
